,country,description,designation,points,price,province,region_1,region_2,variety,winery
6693,US,"Layers of clove, vanilla and caramel accent this concentrated Chardonnay without being overtly flashy or cloying. It's a satisfyingly full-bodied wine with crisp lemon and red-apple flavors that maintain precision on the midpalate. The finish is long and refreshing.",Limited Release,90,25.0,New York,Finger Lakes,Finger Lakes,Chardonnay,Hosmer
6694,France,"The estate wine of Coutinel is dominated by the local Négrette grape. With the addition of 15% Syrah and (unusual for this part of the world) 15% Gamay, the wine is structured while also juicy. Soft tannins and black fruits are shot through with an attractive perfumed character. Drink from 2018.",,90,16.0,Southwest France,Fronton,,Red Blend,Château Coutinel
6695,France,"This estate wine is packed with attractive fruit. With grapefruit and orange-zest flavors, it is tightly crisp. Set against that are the ripe red-currant and berry fruitiness, layers of acidity and a pinch of pepper. Drink this refreshing wine now.",,90,25.0,Provence,Côtes de Provence,,Rosé,Château les Valentines
6696,France,"This is an attractive blend of Grenache and Syrah, giving a smooth wine that has just the right amount of acidity. Red currant and Bartlett pear flavors give the wine its fruity side. It is ready to drink.",,90,18.0,Provence,Coteaux d'Aix-en-Provence,,Rosé,Château Paradis
6697,France,"The main estate wine from Roubine is a rich, ripe and fruity with a light edge of spice. It has a soft character, the result of the malolactic fermentation reducing the acidity. That gives a great balance between the red fruits and tangy zesty aftertaste. Drink now.",Premium,90,23.0,Provence,Côtes de Provence,,Rosé,Château Roubine
6698,France,"Under the same ownership as Château Roubine, this estate has old vines, some up to 60-years-old. The wine is rich and with concentration as well as a crisper edge. It is full of red-berry fruits, sharpened with red-currant acidity. This is a ripe wine that will be better from late 2017.",Instant B,90,13.0,Provence,Côtes de Provence,,Rosé,Château Sainte-Béatrice
6699,France,"Pacherenc wines are the white counterpart to red Madiran, grown in the same area. This dry wine is a blend of Gros and Petit Manseng and the rare Arrufiac. It is a lightly honeyed wine with fine acidity and a really juicy fruity citrus and white-fruit-flavored aftertaste. Drink now.",,90,17.0,Southwest France,Pacherenc du Vic Bilh,,White Blend,Château Viella
6700,France,"Pascal Savoret is the only producer with vines actually in the village (as distinct from the appellation) of Madiran, a mere population of 430. He has produced a dense and tannic wine, packed with woody dark tannins. The black fruits and concentrated dusty texture promise further aging for this Tannat wine. Drink from 2020.",,90,,Southwest France,Madiran,,Tannat,Clos Fardet
6701,US,"Feral strawberry grabs all the attention in this wildly fierce, high-acid wine that packs a punch in texture, tannin power and body. Small amounts of Syrah, Mourvèdre and Petite Sirah figure into the blend, which is made in minuscule amounts.",,90,42.0,California,Russian River Valley,Sonoma,Grenache,Crux
6702,Spain,"Nectarine and white-flower aromas are young and pulsing. This Viura feels fresh and elegant, with grip and weight. Oak-driven flavors are controlled and sit atop a white-fruit base, while this finishes clean and easy, with finesse.",Viña Real,90,18.0,Northern Spain,Rioja,,Viura,CVNE
6703,US,"Deep penetrating sour-cherry and raspberry flavors are balanced against brisk blood-orange acidity in this dry Pinot Noir rosé. Full bodied and slightly silky on the palate, it's a satisfyingly mouthfilling but invigorating wine to enjoy now through the fall months.",Dry,90,18.0,New York,Finger Lakes,Finger Lakes,Rosé,Damiani
6704,Austria,"This wine hits the nose with red cherry vibrancy. That almost dramatic fruit also fills the palate with its easy juiciness. This may be simple and light, but its absolute fruitiness makes it great for summer sipping, especially with a slight chill.",Pure,90,15.0,Burgenland,,,St. Laurent,Artisan Wines DI Franz Scheider
6705,US,"Light gold in color, this youthful, floral white still dances in its oak and concentration, showing high-toned acidity and exotic quince flavors as it opens.",Leveroni Vineyard,90,32.0,California,Carneros,Napa-Sonoma,Chardonnay,August Briggs
6706,US,"Fresh-pressed boysenberry scents meet lava rock and slate minerality on the nose of this appellation blend from Fred Brander. There's a flinty earthiness to the palate, with pressed plum flavors and a strong graphite streak. It's relatively light in body, making it a perfect food wine.",,90,28.0,California,Central Coast,,Cabernet Sauvignon,Brander
6707,US,"Juicy and brightly layered despite its ripeness and soft density, this shows rich strawberry and raspberry flavor, wrapped in leathery earth.",Arpad's Selection,90,38.0,California,Sonoma Valley,Sonoma,Zinfandel,Buena Vista
6708,France,"A blend dominated by Malbec, this wine comes from one of the estates managed by the Marmande cooperative. It has fine tannins and attractively juicy black fruits. The wine is balanced with plenty of fruity acidity. Drink from 2019.",Château la Vieille Eglise,90,15.0,Southwest France,Côtes du Marmandais,,Bordeaux-style Red Blend,Cave du Marmandais
6709,France,"This estate, managed for the owner by Producteurs Plaimont, surrounds a perfectly preserved medieval castle. The wine is firm with tense tannins and intense juicy acidity. It has a structured character full of blackberry fruit and with a dry core. It hints at being mature already although it will be much better to drink from 2018.",Château de Sabazan,90,40.0,Southwest France,Saint-Mont,,Red Blend,Producteurs Plaimont
6710,France,"This is a small production wine blended by French sommeliers. The result is a soft, rich wine, deliciously ripe and perfumed. There are touches of honey as well as yellow fruits and mango juice. The acidity gives the wine a lift and makes a contrast to the richness of the wine. Drink now.",Le Faîte,90,46.0,Southwest France,Saint-Mont,,White Blend,Producteurs Plaimont
6711,US,"Father-and-son vintners Joe and Sam Miller consistently deliver solid wines, including this twist-top Merlot that's aged in 50% new French oak. Its boysenberry fruit is awash in the green peppercorn, herb and crushed graphite character associated with the mountainous region. That pyrazine touch hits the palate, along with black pepper and dark chocolate spice, accenting the tangy red fruit.",Regan Vineyards,90,35.0,California,Santa Cruz Mountains,Central Coast,Merlot,Rexford
6712,US,"Cloudy in the glass, this appellation blend shows watermelon, juniper and graphite on the nose, accenting its forward primary fruit aromas. There's an energetic tang to the sip, with a full-bodied mouthfeel and cranberry and anise flavors.",,90,42.0,California,Santa Lucia Highlands,Central Coast,Pinot Noir,Roar
6713,Austria,"A mellow hint of green apple plays on the nose before all the customary Riesling citrus flavors kick in on the palate: ripe lemon zest and zippy, pink grapefruit. This has lightness, ease and a wonderfully slender, dry, refreshing body.",,90,14.0,Kamptal,,,Riesling,Schloss Gobelsburg
6714,US,"Done in a ripe fruity style, this offers fresh Meyer lemon and grapefruit flavors. Both flesh and rind come into play, with a nice balance as it moves into the finish. It concludes with a touch of phenolic bitterness.",,90,22.0,Oregon,Southern Oregon,Southern Oregon,Viognier,Season
6715,Austria,"There's a distinct herbal hint to the green pear notes on the nose of this wine. The light palate leads with white pepper, pear and lemon flavors, and the finish is clean and dry.",Badener Berg,90,17.0,Niederösterreich,,,Grüner Veltliner,Stadlmann
6716,Austria,"Zesty, fresh tangerine and grapefruit notes show on the nose of this textbook dry Riesling. The palate brings those fresh, aromatic citrus elements into full force. Though slender and streamlined in body, it's full of life, vibrant juiciness and verve.",Badener Berg,90,19.0,Niederösterreich,,,Riesling,Stadlmann
6717,Austria,"Although the nose is rather shy and closed, the palate expands with supple red fruit and spicy tartness. This is a mellow, light-bodied Pinot Noir that's elegant and full of freshness, with a heart of plump, red fruit ready for drinking now.",Goettweiger Berg,90,25.0,Niederösterreich,,,Pinot Noir,Stift Göttweig
6718,US,"The aromas are near completely closed up on first pour, with whiffs of marionberry, herb and barrel spice. The palate brings dense tightly wound fruit flavors. It needs some time to stretch its legs but there are plenty of good things going on once they come to the surface.",Estate Grown Seven Hills Vineyard,90,37.0,Washington,Walla Walla Valley (WA),Columbia Valley,Syrah,L'Ecole No. 41
6719,Austria,"Wonderfully ripe and pure red and green apple notes rise from the glass. The palate shines with the same full-flavored fruit, edged by freshness and a slight spritz. The finish is generously zesty and dry but fruity.",,90,25.0,Wagram,,,Roter Veltliner,Leth
6720,Australia,"Scents of wet stone, paraffin and citrus ease into flavors of lemon, melon and tea on the palate. This is light in body and silky in feel, with a long, harmonious finish. Drink it now or age it up to 10 years, maybe even longer.",,92,24.0,New South Wales,Hunter Valley,,Sémillon,Silkman
6721,Spain,"Mossy earthy black-fruit aromas open this powerful laser-focused Mencía. Eschewing the ligh floral style that's common in Ribeira Sacra, this is ripped and intense. Toasty spicy blackberry and plum flavors show a note of lemony oak. The finish is like a spice cabinet of clove, mint, pepper, etc. Drink through 2025.",Regina Expresion,92,24.0,Galicia,Ribeira Sacra,,Mencía,Regina Viarum
6722,Italy,"Pronounced mature plum, black-skinned berry, vanilla, dark spice and French oak aromas lift out of the glass. The firm palate delivers dried wild cherry, roasted coffee, licorice and cocoa notes, while compact tannins provide support. Drink 2020–2028.",Vecchie Vigne,92,70.0,Tuscany,Brunello di Montalcino,,Sangiovese,Siro Pacenti
6723,US,"From a vineyard owned by Talley but shared in equal parts with two other wineries, this bottling is snappy on the nose with black raspberry, graphite, sweet juniper and rose hip aromas. On the palate, it's light in body and lively with acidic energy, offering raspberry, tart plum skin and sour cherry, inflected with anise spice. There is significant length to the mouthwatering finish.",Stone Corral Vineyard,92,58.0,California,Edna Valley,Central Coast,Pinot Noir,Talley
6724,US,"Here's another exceptional Oregon Riesling to add to the growing ranks of top producers. Lemon-drop fruit meets peaches and cream in the mouth, as this off-dry (20g/L) wine displays a spot-on balance between acid, sugar, fruit and honey. This is delicious already, and built to age nicely over a decade or longer.",Equinox Vineyard,92,18.0,Oregon,Willamette Valley,Willamette Valley,Riesling,Territorial
6725,US,"Harvested late but not sweet, this decadently rich and fruity wine pairs well with cheese or an equally opulent dish such as osso bucco or red wine risotto. It has grapey, jammy aromas and late-picked flavors like fig, plum and black raisin that glide along the palate. The alcohol is high, tempered by a velvety texture and moderate tannins.",Mazzoni-Live Oak,92,34.0,California,Contra Costa County,Central Coast,Zinfandel,Three
6726,US,"The fruit for this 100% varietal wine is sourced from Calistoga and Rutherford—a blend that yields a densely tannic, meaty palate that combines soy, cedar and pepper notes. Having already matured in bottle for some time, it's still slowly unfurling, offering jammy blackberry and licorice flavors that add spice to the finish.",,92,80.0,California,Napa Valley,Napa,Cabernet Sauvignon,Three Fat Guys
6727,US,"Pressed and fermented in stainless steel vats and partially aged in neutral oak, this wine rewards in a vibrancy of grapefruit, tangerine and peach flavors, allowing space for a plush texture through the long-lasting brightness of the fruit.",River Road Ranch,92,23.0,California,Russian River Valley,Sonoma,Sauvignon Blanc,Trione
