,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
8615,France,"The spicy aroma and burnt toast character of this young wine reflects its strong wood aging. The black fruit is right behind though, likely to break through the dry surface over the next few months. Drink from 2019.",,86,24.0,Bordeaux,Côtes de Bourg,,Roger Voss,@vossroger,Château du Luc 2016  Côtes de Bourg,Bordeaux-style Red Blend,Château du Luc
8616,France,"This ripe but balanced wine has ripe wood aromas and a solid tannic structure. Its black currant fruitiness is still developing, promising future juiciness. Drink from 2019.",,86,19.0,Bordeaux,Bordeaux Supérieur,,Roger Voss,@vossroger,Château Haut Cormier 2015  Bordeaux Supérieur,Bordeaux-style Red Blend,Château Haut Cormier
8617,France,"Produced from organic grapes, this lightly structured wine is full of black currant fruitiness. With a touch of spice from wood aging, it's soft and easy to drink now.",,86,10.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château la Guillaumette 2015  Bordeaux,Bordeaux-style Red Blend,Château la Guillaumette
8618,France,"This wine ultrarich—perhaps too much so. With intense apricot and spice flavors, it's a dense powerhouse of bitter botrytis that lacks elegance. Although it will soften with time, the superripe character will remain.",,86,,Bordeaux,,,Roger Voss,@vossroger,Château les Roques 2013  ,Bordeaux-style White Blend,Château les Roques
8619,France,"This second wine of this estate is aged in tank, making it all bright, ripe berry fruit and juicy acidity. The tannins are still there as it's still aging. Give this attractive, fruity wine until late 2018 before opening.",La Millerie,86,20.0,Bordeaux,Puisseguin Saint-Émilion,,Roger Voss,@vossroger,Château Roc de Boissac 2014 La Millerie  (Puisseguin Saint-Émilion),Bordeaux-style Red Blend,Château Roc de Boissac
8620,US,"This wine has a strong herbal component of bay laurel and eucalyptus, girded in fully realized tannin and a juicy underbelly of cherry cola.",,86,48.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,David Bruce 2015 Pinot Noir (Sonoma County),Pinot Noir,David Bruce
8621,US,"Blended with 25% Cabernet Sauvignon, wood aromas are at the fore, with notes of baking spice followed by braised green pepper along with jalapeño pepper and blackberry. The flavors are saturated and ripe, bringing a sense of softness that provides intrigue.",,86,39.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,DiStefano 2013 Carmenère (Columbia Valley (WA)),Carmenère,DiStefano
8622,France,"Related to Syrah, Mondeuse is one of the main red grapes in the Savoie region. This light, fruity wine is typical of the style, with its tight acidity, attractive red fruit and touch of pepper at the end. Ready to drink.",,86,19.0,France Other,Savoie,,Roger Voss,@vossroger,Domaine de l'Idylle 2016 Mondeuse (Savoie),Mondeuse,Domaine de l'Idylle
8623,France,"One of a pair of single variety rosés from Eric Poli, this is crisp, with an earthy edge typical of this grape. Its red currant fruit and acidity offer a delicious, refreshing contrast. Drink now.",Sciaccarellu,86,16.0,France Other,Ile de Beauté,,Roger Voss,@vossroger,Domaine Poli 2016 Sciaccarellu Rosé (Ile de Beauté),Rosé,Domaine Poli
8624,France,"Produced from organically grown grapes, this wine is soft, with raspberry flavors and acidity in equal abundance. It's light in color, tastes mature and should be drunk now.",,86,20.0,France Other,Corse Porto Vecchio,,Roger Voss,@vossroger,Domaine Torraccia 2013 Red (Corse Porto Vecchio),Red Blend,Domaine Torraccia
8625,US,"This is a blend of 45% Syrah, 33% Grenache and 22% Mourvèdre. Strong aromas of eucalyptus leaves dominate a thick tannic concentration of dark cherry and cassis with a light simplicity to the finish.",Cuvée JM,86,20.0,California,Sonoma County,Sonoma,Virginie Boone,@vboone,Enkidu 2015 Cuvée JM Red (Sonoma County),Rhône-style Red Blend,Enkidu
8626,Portugal,"This soft ripe wine is smooth and velvet textured. Its black fruits and ripe tannins are well integrated with the acidity and juicy aftertaste. The blend of Aragonez, Trincadeira, Petit Verdot and Alicante Bouschet is eclectic but certainly works. Ready to drink now.",Monte da Cal Colheita Seleccionada,86,9.0,Alentejano,,,Roger Voss,@vossroger,Global Wines 2016 Monte da Cal Colheita Seleccionada Red (Alentejano),Portuguese Red,Global Wines
8627,Portugal,"Away from its native vineyard in the north of Portugal, the Alvarinho becomes extra rich and ripe in the hot center. That's the case here with a soft wine that has apple and pear flavors. It is light on the acidity, always fruity and easy to drink with food. Drink now.",,86,15.0,Alentejano,,,Roger Voss,@vossroger,Herdade das Servas 2016 Alvarinho (Alentejano),Alvarinho,Herdade das Servas
8628,Portugal,"Alvarinho from the northern Vinho Verde region lends itself to bubbles with its naturally crisp character. It gives a wine that has a tight mineral texture that lifts the citrus and green-apple fruits. The wine, packed with acidity, is ready to drink.",Reserva Bruto Natural,86,25.0,Vinho Verde,,,Roger Voss,@vossroger,J. Portugal Ramos 2014 Reserva Bruto Natural Alvarinho (Vinho Verde),Alvarinho,J. Portugal Ramos
8629,Portugal,"This rich blend of Alicante Bouschet, Touriga Nacional and Alfrocheiro is all fruit without any oak aging. That gives the wine a ripe black-fruit character, balanced with acidity and a light touch of spice. Drink this attractive wine now.",Pouca Roupa,86,12.0,Alentejano,,,Roger Voss,@vossroger,J. Portugal Ramos 2016 Pouca Roupa Red (Alentejano),Portuguese Red,J. Portugal Ramos
8630,US,"The volatiles are amped up here, providing some aromatic distraction. The palate brings high-octane fruit flavors, supported by lightly dry tannins. Tasted twice with consistent notes.",,86,25.0,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Luke 2015 Cabernet Sauvignon (Wahluke Slope),Cabernet Sauvignon,Luke
8631,Italy,"Sour cherry, apple and a hint of baking-spice aromas carry over to the easygoing palate along with a confectionery note. It's bright and simple, with fresh acidity.",,86,16.0,Veneto,Bardolino Chiaretto,,Kerin O’Keefe,@kerinokeefe,Massimo Ronca 2016  Bardolino Chiaretto,Red Blend,Massimo Ronca
8632,Portugal,"This dry rosé is made, as are most of the wines from this producer, from Merlot. It gives a soft, smooth and lightly caramel flavored wine though with plenty of acidity to keep it crisp. Drink this wine now.",Neves Colheita Merlot,86,12.0,Bairrada,,,Roger Voss,@vossroger,Nelson Neves 2016 Neves Colheita Merlot Rosé (Bairrada),Rosé,Nelson Neves
8633,US,Vanilla and cinnamon notes show some oak influence in this medium-bodied well-made wine that has enough plum and red-cherry flavors to balance out a lightly tannic texture.,,86,14.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Plungerhead 2015 Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Plungerhead
8634,US,"This wine is in the “velvet” school of red blends, showing a very supple, rich texture and a definite level of sweetness to soften the overall impact. It has sweet-seeming aromas like maple syrup and blackberry jam, and ripe fruits on the palate too.",,86,14.0,America,,,Jim Gordon,@gordone_cellars,Prophecy 2015 Red (America),Red Blend,Prophecy
8635,France,"A rich, full-bodied while also crisp wine. It has some bottle age giving an edge of toastiness to this blend of four grapes, Pinot Noir, Gamay, Chardonnay and Aligoté. There is a good orange zest tang, a steely edge and tight final acidity.",Réserve Brut,89,21.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Réserve Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre
8636,Italy,"This delivers dense and chewy flavors of spirit-soaked raspberry, nutmeg and chocolate-covered orange. Its velvety smoothness is energized by fresh acidity, making this very easy to enjoy. Pair it with mushroom risotto or semi-seasoned cheeses.",,89,30.0,Veneto,Valpolicella Classico Superiore Ripasso,,Kerin O’Keefe,@kerinokeefe,Fabiano 2010  Valpolicella Classico Superiore Ripasso,Red Blend,Fabiano
8637,Italy,"Here's a delicious and bright wine that boasts plum, black cherry, white pepper and nutmeg sensations. It combines the freshness of Valpolicella with the ripeness of Amarone, and is very food friendly.",Montecorna,89,20.0,Veneto,Valpolicella Classico Superiore Ripasso,,Kerin O’Keefe,@kerinokeefe,Farina 2011 Montecorna  (Valpolicella Classico Superiore Ripasso),Red Blend,Farina
8638,France,"Ripe black cherry, raspberry and wild strawberry notes abound on the nose and in the mouth of this accessible wine. Medium weight, with fine yet spicy tannins and a medium-length finish that's kissed with a hint of mocha. Easy, approachable and food friendly; drink now.",Réserve Vieilles Vignes,89,28.0,Languedoc-Roussillon,Côtes du Roussillon Villages Tautavel,,Lauren Buzzeo,@laurbuzz,Les Vignerons de Tautavel Vingrau 2009 Réserve Vieilles Vignes Red (Côtes du Roussillon Villages Tautavel),Rhône-style Red Blend,Les Vignerons de Tautavel Vingrau
8639,France,"A complex, full-bodied wine that is full of mature fruit flavors with a touch of toast to add to the attractive mix. With apple, quince and almonds well blended together, this is a finely balanced wine, that could age for a couple of years more.",Perle d'Or Brut,89,25.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Louis Bouillot 2007 Perle d'Or Brut  (Crémant de Bourgogne),Champagne Blend,Louis Bouillot
8640,France,"Medium-intense scents of ripe blackberry and raspberry unfold on the nose of this wine, with additional accents of garrigue and softly toasted oak in the background. Dark fruit flavors abound on the palate, with a solid sweet-spice flavor that stays through the lasting finish.",Vieilles Vignes,89,35.0,Languedoc-Roussillon,Côtes du Roussillon Villages,,Lauren Buzzeo,@laurbuzz,Domaine du Clos des Fées 2009 Vieilles Vignes Red (Côtes du Roussillon Villages),Rhône-style Red Blend,Domaine du Clos des Fées
8641,Spain,"Briny, slightly herbal aromas suggest lifted horse hide and leather notes. This is lively on the palate, with herbal, foxy flavors of plum and cassis that finish with toasty oak, licorice and heat. This is a bright, honest introduction to what Priorat wines are about.",Negre,89,22.0,Catalonia,Priorat,,Michael Schachner,@wineschach,Finca Tobella 2009 Negre Red (Priorat),Red Blend,Finca Tobella
8642,France,"This wine, solid and dense, is full of firm tannins as well as red cherry fruits. It's also fruity, with a great juicy character that permeates right through the wine. For drinking now, but better kept for 2–3 years.",Domaine de Lavernée,89,,Beaujolais,Chiroubles,,Roger Voss,@vossroger,Georges Duboeuf 2011 Domaine de Lavernée  (Chiroubles),Gamay,Georges Duboeuf
8643,US,"Delicious and soft in raspberries, cherries and the sweet vanilla and the cinnamon toast of new oak, this is a charming Pinot to drink now. It's light and airy in the mouth. Perfect with a simply prepared grilled steak or lamb chop.",Sierra Mar Vineyard,89,60.0,California,Santa Lucia Highlands,Central Coast,,,Walt 2011 Sierra Mar Vineyard Pinot Noir (Santa Lucia Highlands),Pinot Noir,Walt
8644,Portugal,"Full, rounded and rich, this wine shows some wood flavors as well as complex tannins and acidity. There's a funky edge to it that suggests a rustic character. At the end, though, the acidity of the vintage dominates.",Vintage,89,,Port,,,Roger Voss,@vossroger,Quinta Vale Dona Maria 2011 Vintage  (Port),Port,Quinta Vale Dona Maria
8645,Italy,"This is a straightforward Amarone, with red fruit and spice aromas. The palate delivers cherry and raspberry flavors and a hint of white pepper. It's not as rich as some Amarones, but the lithe tannins and fresh acidity make it very drinkable.",Ca' Bertoldi,89,40.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Recchia 2006 Ca' Bertoldi  (Amarone della Valpolicella Classico),Red Blend,Recchia
8646,US,"The Kingpin Cabernet leans into the flavors of savory herb and leaf, with peppery accents to the light strawberry fruit. It's a pleasant, relatively light style that fades into a gentle finish.",Kingpin,89,62.0,Washington,Red Mountain,Columbia Valley,Paul Gregutt,@paulgwine ,Sparkman 2010 Kingpin Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Sparkman
8647,US,"This blend of 80% Merlot and 20% Cabernet Sauvignon, sends up toasty aromatics richly imbued with the scents of new oak. John Bookwalter consistently makes wines in this style, which in a cooler year such as 2010, can seem to mask the fruit. Give it plenty of breathing time and the blackberry and black cherry core will begin to emerge from the toast, mocha and coffee.",Foreshadow,89,45.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,J. Bookwalter 2010 Foreshadow Merlot (Columbia Valley (WA)),Merlot,J. Bookwalter
8648,France,"Medium sweet in style, this is as much about ripe tropical and pineapple fruits as about spice and richness. It's an opulent, full-bodied wine, showing its spice right up front. At the same time, it is well balanced, hinting at acidity at the end. Drink from 2015.",Vieilles Vignes,89,19.0,Alsace,Alsace,,Roger Voss,@vossroger,Jean-Marc Bernhard 2011 Vieilles Vignes Gewurztraminer (Alsace),Gewürztraminer,Jean-Marc Bernhard
8649,Portugal,"While there is an initial barnyard edge, once that blows off, it reveals a dense and solid wine, packed with ripe black fruit and sweet tannins. The acidity brings out spice and edgy, mineral characters.",Vintage,89,,Port,,,Roger Voss,@vossroger,Kopke 2011 Vintage  (Port),Port,Kopke
